iter	RMSE
401	1.403992304
402	1.403476702
403	1.401170609
404	1.39919111
405	1.398039357
406	1.396077493
407	1.39410465
408	1.392701717
409	1.392115128
410	1.390414906
411	1.389868887
412	1.388401101
413	1.386346828
414	1.382997711
415	1.381160058
416	1.38051018
417	1.37854383
418	1.37673891
419	1.375323141
420	1.37316151
421	1.370398548
422	1.369885116
423	1.368485173
424	1.366850456
425	1.364977669
426	1.363395216
427	1.363031643
428	1.359348286
429	1.358488549
430	1.35770846
431	1.355947268
432	1.354092595
433	1.353821913
434	1.352550039
435	1.350996959
436	1.350563208
437	1.350336556
438	1.347727478
439	1.346577132
440	1.344524929
441	1.3429131
442	1.339995373
443	1.339285411
444	1.338898899
445	1.337968537
446	1.336279637
447	1.334807309
448	1.33248775
449	1.332074936
450	1.331494327
451	1.330345077
452	1.328978113
453	1.327729531
454	1.326088758
455	1.324617099
456	1.323773629
457	1.323295373
458	1.322470084
459	1.320278434
460	1.319631676
461	1.318671855
462	1.315960805
463	1.315015369
464	1.314032985
465	1.313570274
466	1.313255538
467	1.312128504
468	1.310548656
469	1.309554744
470	1.307298923
471	1.304981469
472	1.304446271
473	1.302318962
474	1.301647223
475	1.301060097
476	1.299060567
477	1.297423299
478	1.296766989
479	1.296031528
480	1.294319234
481	1.292128079
482	1.290253124
483	1.288087061
484	1.287451816
485	1.286460677
486	1.283781355
487	1.283354724
488	1.281680638
489	1.280066254
490	1.27836425
491	1.275844773
492	1.275470042
493	1.274158205
494	1.27297146
495	1.271991918
496	1.271187849
497	1.270336237
498	1.269125913
499	1.268421209
500	1.268007599
501	1.265294853
502	1.264595466
503	1.264254494
504	1.262908384
505	1.26142631
506	1.259788633
507	1.257957912
508	1.256535005
509	1.25596189
510	1.255090548
511	1.253228677
512	1.250533158
513	1.249740538
514	1.248073044
515	1.247042194
516	1.245525083
517	1.243622362
518	1.241887016
519	1.240898271
520	1.239468939
521	1.238965638
522	1.238283069
523	1.236203835
524	1.235400134
525	1.233302533
526	1.232781566
527	1.232193021
528	1.231078967
529	1.230058203
530	1.229348997
531	1.228339969
532	1.227286609
533	1.225634743
534	1.224892969
535	1.22437442
536	1.223438084
537	1.222216257
538	1.219890942
539	1.21772547
540	1.215273222
541	1.214096745
542	1.213874425
543	1.211938646
544	1.210191906
545	1.20822531
546	1.207030023
547	1.205639265
548	1.204794679
549	1.202879558
550	1.200816784
551	1.199549678
552	1.198301181
553	1.195944915
554	1.195026232
555	1.194084881
556	1.192952867
557	1.192221685
558	1.190935029
559	1.189950561
560	1.188071104
561	1.187004117
562	1.186194329
563	1.185258141
564	1.184513377
565	1.184388099
566	1.184124505
567	1.181868497
568	1.18079537
569	1.1800712
570	1.179307315
571	1.177952882
572	1.176533414
573	1.175288356
574	1.173951259
575	1.173509626
576	1.172255155
577	1.171317566
578	1.171147238
579	1.169977479
580	1.16810351
581	1.166955541
582	1.165189438
583	1.16395221
584	1.162615495
585	1.161916742
586	1.161683771
587	1.16062613
588	1.158157161
589	1.157890318
590	1.157442074
591	1.15627505
592	1.155462589
593	1.153422248
594	1.152779453
595	1.152114403
596	1.150922337
597	1.150365151
598	1.148457972
599	1.147113361
600	1.146698879
601	1.145126609
602	1.143505745
603	1.14185321
604	1.140655477
605	1.140386402
606	1.138829267
607	1.13825643
608	1.137262629
609	1.135540752
610	1.133951044
611	1.133408164
612	1.131993333
613	1.130352527
614	1.129089656
615	1.126966448
616	1.125650178
617	1.124801093
618	1.123411186
619	1.122040165
620	1.120571961
621	1.119766237
622	1.119462519
623	1.11815048
624	1.117997102
625	1.117698441
626	1.117320737
627	1.116426914
628	1.115266211
629	1.113860761
630	1.112629586
631	1.111463536
632	1.110495078
633	1.109735444
634	1.109186719
635	1.108798305
636	1.108181938
637	1.106789688
638	1.104769941
639	1.103725964
640	1.103079761
641	1.101744197
642	1.100162819
643	1.098952105
644	1.098418462
645	1.097315339
646	1.096697335
647	1.095765397
648	1.094590936
649	1.093566059
650	1.093140543
651	1.092560469
652	1.090929236
653	1.090447607
654	1.088892257
655	1.087585016
656	1.085377236
657	1.085008669
658	1.084105168
659	1.082273818
660	1.081558488
661	1.081491977
662	1.079692019
663	1.079542289
664	1.078359695
665	1.077313689
666	1.076707997
667	1.075005029
668	1.073558884
669	1.072590088
670	1.071648586
671	1.070808572
672	1.06931304
673	1.068055598
674	1.067660771
675	1.066125986
676	1.064674243
677	1.063522117
678	1.062218304
679	1.060849653
680	1.059287625
681	1.058368445
682	1.057768995
683	1.057089093
684	1.056871699
685	1.056048368
686	1.055798278
687	1.054417485
688	1.053489237
689	1.05277305
690	1.051911639
691	1.050986957
692	1.049673436
693	1.048641963
694	1.04773978
695	1.046575876
696	1.045620843
697	1.045202443
698	1.044213453
699	1.042537803
700	1.041346908
701	1.040222953
702	1.039223619
703	1.038434597
704	1.03730616
705	1.036604871
706	1.035226349
707	1.034458694
708	1.033419718
709	1.033327861
710	1.032321576
711	1.031415055
712	1.029959074
713	1.02890643
714	1.028060074
715	1.027063933
716	1.026113928
717	1.025247726
718	1.023278348
719	1.022126593
720	1.021534703
721	1.020654222
722	1.02002048
723	1.019128404
724	1.018603971
725	1.017895235
726	1.016715556
727	1.01564837
728	1.014996447
729	1.01437795
730	1.013862241
731	1.012529995
732	1.011917667
733	1.010417307
734	1.009865077
735	1.007823458
736	1.007306238
737	1.007154342
738	1.006977491
739	1.005640954
740	1.004151486
741	1.003038492
742	1.00181168
743	1.001124807
744	1.000624738
745	0.9994948417
746	0.9988095045
747	0.9985656839
748	0.9985402828
749	0.9973192982
750	0.9963202732
751	0.9948307869
752	0.9941270655
753	0.9929332366
754	0.9925496581
755	0.9912476693
756	0.9896245181
757	0.9892669227
758	0.9879627897
759	0.9870376331
760	0.9861336427
761	0.9844760728
762	0.9834243862
763	0.982707251
764	0.9821379604
765	0.9810459686
766	0.9802865446
767	0.9795077025
768	0.9790844309
769	0.9775381513
770	0.9760408231
771	0.9750934503
772	0.9742621875
773	0.973220554
774	0.9726951934
775	0.9726696982
776	0.9712083945
777	0.9700088928
778	0.9681101043
779	0.9667259429
780	0.9659396329
781	0.9649679961
782	0.9638552002
783	0.9629266765
784	0.9623315946
785	0.9617791902
786	0.9611900284
787	0.960711031
788	0.959819863
789	0.9590141695
790	0.9582116343
791	0.9575188573
792	0.9570650539
793	0.9563622785
794	0.9553374498
795	0.9548434458
796	0.9538038237
797	0.9530208535
798	0.952727431
799	0.9519048858
800	0.9504870497
801	0.9500683328
802	0.9492359619
803	0.9491748707
804	0.9486532499
805	0.9474312915
806	0.9467551531
807	0.9450368669
808	0.9439739673
809	0.9437321398
810	0.9424387931
811	0.9412769808
812	0.9402874397
813	0.9392147067
814	0.9381769791
815	0.9367598542
816	0.935779916
817	0.9349897503
818	0.9347795864
819	0.9338921247
820	0.9331745526
821	0.9322532117
822	0.9316089688
823	0.930949967
824	0.9300740459
825	0.9293807234
826	0.9287652633
827	0.9280947683
828	0.9273374683
829	0.9271402735
830	0.9266950277
831	0.9256998436
832	0.9248052628
833	0.9240132349
834	0.9231740517
835	0.9220427703
836	0.9212540807
837	0.9202832037
838	0.9191656892
839	0.9185434964
840	0.9178548451
841	0.9172617802
842	0.9167138635
843	0.9162734284
844	0.9147185785
845	0.9139927689
846	0.9136812033
847	0.9123822817
848	0.9117960493
849	0.9109665465
850	0.9098160884
851	0.9089730582
852	0.9076617717
853	0.9066549146
854	0.9056771734
855	0.904223768
856	0.9037379498
857	0.9029773144
858	0.9022520607
859	0.9015161292
860	0.9008781773
861	0.9000175016
862	0.8993507546
863	0.8984839003
864	0.897091515
865	0.8963600368
866	0.8954814396
867	0.8948474378
868	0.8939614942
869	0.8933639879
870	0.892749861
871	0.8920746821
872	0.8912711761
873	0.8900536305
874	0.8894278246
875	0.8884293387
876	0.8875779804
877	0.8869210951
878	0.8857085497
879	0.8850183144
880	0.8837354277
881	0.8829211133
882	0.8816254616
883	0.8805895436
884	0.8798989474
885	0.8790713902
886	0.8786217126
887	0.877838207
888	0.876593991
889	0.8756192566
890	0.8747274165
891	0.8737366729
892	0.8727415122
893	0.8716159898
894	0.8709536212
895	0.8700268084
896	0.8696728852
897	0.8686872541
898	0.8685340143
899	0.8676694361
900	0.8665738349
901	0.8660974199
902	0.8650193556
903	0.8639105753
904	0.8637483998
905	0.8631237782
906	0.8623961739
907	0.861802119
908	0.8609516288
909	0.8602938147
910	0.8595457093
911	0.8589143273
912	0.85804805
913	0.8571211275
914	0.8567869035
915	0.8557262189
916	0.8550673743
917	0.8545695768
918	0.8533203535
919	0.8526303042
920	0.8519434816
921	0.851688711
922	0.851158208
923	0.8495916573
924	0.8487183966
925	0.8482448861
926	0.8481440197
927	0.847689501
928	0.8469253222
929	0.8455166393
930	0.8449911775
931	0.8444640488
932	0.8431150797
933	0.8425836506
934	0.8418565732
935	0.8412696838
936	0.8406743715
937	0.8400105839
938	0.8394424793
939	0.8386372311
940	0.8378976667
941	0.8370095985
942	0.8361726038
943	0.8361042558
944	0.8352349622
945	0.8344779088
946	0.8344423096
947	0.8338949062
948	0.8333478762
949	0.8321104419
950	0.8319986892
951	0.8314124764
952	0.8307715508
953	0.830155878
954	0.8292244926
955	0.828458241
956	0.8276828975
957	0.8267466001
958	0.8257202292
959	0.8251451249
960	0.8243019496
961	0.8233740985
962	0.8226661567
963	0.8223278761
964	0.8211679982
965	0.8205018392
966	0.8198023624
967	0.8186892756
968	0.818171434
969	0.8172227034
970	0.8168044315
971	0.8160107523
972	0.8155619409
973	0.8149449999
974	0.8143710912
975	0.8137618372
976	0.8127928729
977	0.8115772716
978	0.8106598278
979	0.8098829215
980	0.809231561
981	0.80834385
982	0.8071840962
983	0.805958513
984	0.8054715514
985	0.8044692552
986	0.8040592073
987	0.8030855854
988	0.802445383
989	0.8019744509
990	0.8012758563
991	0.8005085836
992	0.8001746654
993	0.7993519368
994	0.798679876
995	0.7981500721
996	0.7980233499
997	0.7967948861
998	0.7958630991
999	0.7956478227
